frame,joint,x,y,z,visibility,img_w,img_h,xn,yn
0,nose,0.24683550000190735,0.1383165717124939,-0.10371255874633789,0.9989162683486938,1280,720,1.144961873930303,-9.180865044074748
0,left_eye_inner,0.24484947323799133,0.12118741869926453,-0.09183962643146515,0.9970833659172058,1280,720,1.0882371475509298,-9.670106445771657
0,left_eye,0.2448662519454956,0.12079361081123352,-0.09187320619821548,0.9968352913856506,1280,720,1.0887163795580066,-9.681354352950184
0,left_eye_outer,0.24481403827667236,0.12027209252119064,-0.09188175201416016,0.9970546960830688,1280,720,1.0872250572198214,-9.696249913695896
0,right_eye_inner,0.2412249743938446,0.11951044201850891,-0.12209133058786392,0.9982677698135376,1280,720,0.9847145219085743,-9.718004110137914
0,right_eye,0.23848381638526917,0.11793157458305359,-0.12212053686380386,0.998408854007721,1280,720,0.9064218015766121,-9.763099586640411
0,right_eye_outer,0.2352059781551361,0.11622300744056702,-0.12218191474676132,0.9985260963439941,1280,720,0.8128004667092396,-9.811899535069724
0,left_ear,0.23344357311725616,0.12099316716194153,-0.02097788080573082,0.9930751323699951,1280,720,0.7624628049215176,-9.675654641548078
0,right_ear,0.21946895122528076,0.11648133397102356,-0.1577286422252655,0.9984398484230042,1280,720,0.3633208510062273,-9.804521234825781
0,mouth_left,0.24198389053344727,0.1542639136314392,-0.07346512377262115,0.9977331161499023,1280,720,1.0063906197064545,-8.725378429661363
0,mouth_right,0.23742279410362244,0.15276169776916504,-0.11322461068630219,0.9991884827613831,1280,720,0.8761169740172118,-8.768284590493877
0,left_shoulder,0.22571253776550293,0.2139064520597458,0.06986988335847855,0.9974209070205688,1280,720,0.541649635167071,-7.021873353906003
0,right_shoulder,0.1763506680727005,0.20705488324165344,-0.2039928436279297,0.9999555349349976,1280,720,-0.8682198604370103,-7.217567275829488
0,left_elbow,0.21370649337768555,0.3433172404766083,0.12894491851329803,0.06681255996227264,1280,720,0.19873402336802154,-3.3256534958155752
